Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_shortValueFID = JavaCPP_getFieldID(env` \"" + ShortEnum.class.getName().replace('.'`'/') + "\"` \"value\"` \"S\");");" is 139.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_intValueFID = JavaCPP_getFieldID(env` \"" + IntEnum.class.getName().replace('.'`'/') + "\"` \"value\"` \"I\");");" is 135.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_longValueFID = JavaCPP_getFieldID(env` \"" + LongEnum.class.getName().replace('.'`'/') + "\"` \"value\"` \"J\");");" is 137.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_initMID = JavaCPP_getMethodID(env` " + jclasses.index(Pointer.class) + "` \"init\"` \"(JJJJ)V\");");" is 122.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_arrayMID = JavaCPP_getMethodID(env` " + jclasses.index(Buffer.class) + "` \"array\"` \"()Ljava/lang/Object;\");");" is 136.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_arrayOffsetMID = JavaCPP_getMethodID(env` " + jclasses.index(Buffer.class) + "` \"arrayOffset\"` \"()I\");");" is 131.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_bufferPositionFID = JavaCPP_getFieldID(env` " + jclasses.index(Buffer.class) + "` \"position\"` \"I\");");" is 128.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_bufferLimitFID = JavaCPP_getFieldID(env` " + jclasses.index(Buffer.class) + "` \"limit\"` \"I\");");" is 122.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_bufferCapacityFID = JavaCPP_getFieldID(env` " + jclasses.index(Buffer.class) + "` \"capacity\"` \"I\");");" is 128.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_stringMID = JavaCPP_getMethodID(env` " + jclasses.index(String.class) + "` \"<init>\"` \"([B)V\");");" is 123.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_getBytesMID = JavaCPP_getMethodID(env` " + jclasses.index(String.class) + "` \"getBytes\"` \"()[B\");");" is 126.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_toStringMID = JavaCPP_getMethodID(env` " + jclasses.index(Object.class) + "` \"toString\"` \"()Ljava/lang/String;\");");" is 142.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" jmethodID charsetForNameMID = JavaCPP_getStaticMethodID(env` " + jclasses.index(Charset.class) + "` \"forName\"` \"(Ljava/lang/String;)Ljava/nio/charset/Charset;\");");" is 182.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_stringBytesCharset = env->CallStaticObjectMethod(JavaCPP_getClass(env` " + jclasses.index(Charset.class) + ")` charsetForNameMID` charsetName);");" is 168.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_stringWithCharsetMID = JavaCPP_getMethodID(env` " + jclasses.index(String.class) + "` \"<init>\"` \"([BLjava/nio/charset/Charset;)V\");");" is 160.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "out.println(" JavaCPP_getBytesWithCharsetMID = JavaCPP_getMethodID(env` " + jclasses.index(String.class) + "` \"getBytes\"` \"(Ljava/nio/charset/Charset;)[B\");");" is 163.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Long Statement,The length of the statement "if (reflectClasses.contains(cls) || reflectClasses.contains(cls.getEnclosingClass()) || virtualFunctions.get(cls) != null || FunctionPointer.class.isAssignableFrom(cls)) {" is 171.,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Magic Number,The method contains a magic number: 2,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Magic Number,The method contains a magic number: 2,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Magic Number,The method contains a magic number: 2,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Magic Number,The method contains a magic number: 2,266
javacpp,org.bytedeco.javacpp.tools,Generator,classes,Magic Number,The method contains a magic number: 2,266
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression !cls.isAnnotationPresent(Opaque.class) && cls != Loader.class && !FunctionPointer.class.isAssignableFrom(cls) && cls.getEnclosingClass() != Loader.class && cls.getEnclosingClass() != Pointer.class is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression functionMethod != null && (callbackAllocators[i]) || (methods[i].equals(functionMethod) && !Modifier.isNative(methods[i].getModifiers())) is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression name != null && name.value().length > 0 && name.value()[0].length() > 0 is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression (Modifier.isNative(methods[i].getModifiers()) || Modifier.isAbstract(methods[i].getModifiers())) && !methodInfo.valueGetter && !methodInfo.valueSetter&& !methodInfo.memberGetter&& !methodInfo.memberSetter&& !cls.isInterface()&& (methods[i].isAnnotationPresent(Virtual.class) || methodInfo.allocator) is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression (methodInfo.memberGetter || methodInfo.memberSetter) && !methodInfo.noOffset && memberList != null && !Modifier.isStatic(methodInfo.modifiers) is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression !Modifier.isStatic(methodInfo.modifiers) && Pointer.class.isAssignableFrom(cls) && !methodInfo.allocator&& !methodInfo.arrayAllocator&& !methodInfo.deallocator is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Conditional,The conditional expression FunctionPointer.class.isAssignableFrom(cls) && !methodInfo.valueGetter && !methodInfo.valueSetter is complex.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Complex Method,Cyclomatic complexity of the method is 37,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Method,The method has 156 lines of code.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "if (!cls.isAnnotationPresent(Opaque.class) && cls != Loader.class && !FunctionPointer.class.isAssignableFrom(cls) && cls.getEnclosingClass() != Loader.class && cls.getEnclosingClass() != Pointer.class) {" is 203.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "String callbackName=callbackAllocators[i] && methodInfo.parameterTypes.length > 0 ? null : "JavaCPP_" + nativeName + "_callback";" is 129.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "logger.warn("No callback method call() or apply() has been not declared in \"" + cls.getCanonicalName() + "\". No code will be generated for callback allocator.");" is 163.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "if (functionMethod != null && (callbackAllocators[i]) || (methods[i].equals(functionMethod) && !Modifier.isNative(methods[i].getModifiers()))) {" is 144.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "if ((Modifier.isNative(methods[i].getModifiers()) || Modifier.isAbstract(methods[i].getModifiers())) && !methodInfo.valueGetter && !methodInfo.valueSetter&& !methodInfo.memberGetter&& !methodInfo.memberSetter&& !cls.isInterface()&& (methods[i].isAnnotationPresent(Virtual.class) || methodInfo.allocator)) {" is 306.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "if ((methodInfo.memberGetter || methodInfo.memberSetter) && !methodInfo.noOffset && memberList != null && !Modifier.isStatic(methodInfo.modifiers)) {" is 149.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "else if (!Modifier.isStatic(methodInfo.modifiers) && Pointer.class.isAssignableFrom(cls) && !methodInfo.allocator&& !methodInfo.arrayAllocator&& !methodInfo.deallocator) {" is 171.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "out.println(" " + typeName[0] + " ptr"+ typeName[1]+ " = ("+ typeName[0]+ typeName[1]+ ")jlong_to_ptr(env->GetLongField(obj` JavaCPP_addressFID));");" is 149.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "out.println(" env->ThrowNew(JavaCPP_getClass(env` " + jclasses.index(NullPointerException.class) + ")` \"This pointer address is NULL.\");");" is 141.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,methods,Long Statement,The length of the statement "out.println(" env->ThrowNew(JavaCPP_getClass(env` " + jclasses.index(NullPointerException.class) + ")` \"This function pointer address is NULL.\");");" is 150.,2061
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Complex Conditional,The conditional expression (j == 0 && FunctionPointer.class.isAssignableFrom(methodInfo.cls) && methodInfo.cls.isAnnotationPresent(Namespace.class)) || (passBy instanceof ByVal && ((ByVal)passBy).nullValue().length() == 0) || (passBy instanceof ByRef && ((ByRef)passBy).nullValue().length() == 0) is complex.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Complex Conditional,The conditional expression methodInfo.criticalRegion || methodInfo.valueGetter || methodInfo.valueSetter|| methodInfo.memberGetter|| methodInfo.memberSetter is complex.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Complex Method,Cyclomatic complexity of the method is 29,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Method,The method has 142 lines of code.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println(" env->ThrowNew(JavaCPP_getClass(env` " + jclasses.index(NullPointerException.class) + ")` \"Enum for argument "+ j+ " is NULL.\");");" is 146.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println(" " + typeName[0] + " val"+ j+ typeName[1]+ " = ("+ typeName[0]+ typeName[1]+ ")env->Get"+ S+ "Field(arg"+ j+ "` JavaCPP_"+ s+ "ValueFID);");" is 153.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "logger.warn("Method \"" + methodInfo.method + "\" has an abstract FunctionPointer parameter` "+ "but a concrete subclass is required. Compilation will most likely fail.");" is 171.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println("arg" + j + " == NULL ? NULL : ("+ typeName[0]+ typeName[1]+ ")jlong_to_ptr(env->GetLongField(arg"+ j+ "` JavaCPP_addressFID));");" is 142.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "if ((j == 0 && FunctionPointer.class.isAssignableFrom(methodInfo.cls) && methodInfo.cls.isAnnotationPresent(Namespace.class)) || (passBy instanceof ByVal && ((ByVal)passBy).nullValue().length() == 0) || (passBy instanceof ByRef && ((ByRef)passBy).nullValue().length() == 0)) {" is 276.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println(" env->ThrowNew(JavaCPP_getClass(env` " + jclasses.index(NullPointerException.class) + ")` \"Pointer address of argument "+ j+ " is NULL.\");");" is 156.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "if (methodInfo.criticalRegion || methodInfo.valueGetter || methodInfo.valueSetter|| methodInfo.memberGetter|| methodInfo.memberSetter) {" is 136.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println(" ptr" + j + " = arr"+ j+ " == NULL ? NULL : ("+ typeName[0]+ typeName[1]+ ")env->GetPrimitiveArrayCritical(arr"+ j+ "` NULL) + offset"+ j+ ";");" is 157.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println(" ptr" + j + " = arr"+ j+ " == NULL ? NULL : env->Get"+ paramName+ "ArrayElements(arr"+ j+ "` NULL) + offset"+ j+ ";");" is 131.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "out.println(" jlong position" + j + " = arg"+ j+ " == NULL ? 0 : env->GetIntField(arg"+ j+ "` JavaCPP_bufferPositionFID);");" is 124.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Long Statement,The length of the statement "logger.warn("Method \"" + methodInfo.method + "\" has an unsupported parameter of type \""+ methodInfo.parameterTypes[j].getCanonicalName()+ "\". Compilation will most likely fail.");" is 183.,2239
javacpp,org.bytedeco.javacpp.tools,Generator,parametersBefore,Magic Number,The method contains a magic number: 6,2239
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression cast2.length() > 0 && !cast2.startsWith("(") && !cast2.endsWith(")") is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression FunctionPointer.class.isAssignableFrom(methodInfo.cls) && !methodInfo.cls.isAnnotationPresent(Namespace.class) && methodInfo.valueGetter is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression methodInfo.valueSetter || methodInfo.memberSetter || methodInfo.noReturnGetter is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression (returnBy instanceof ByVal || returnBy instanceof ByRef) && cast.endsWith("*)") is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression Pointer.class.isAssignableFrom(methodInfo.returnType) || Buffer.class.isAssignableFrom(methodInfo.returnType) || (methodInfo.returnType.isArray() && methodInfo.returnType.getComponentType().isPrimitive()) is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression returnBy instanceof ByVal || (returnBy instanceof ByRef && ((ByRef)returnBy).value()) is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression adapterInfo != null && methodInfo.returnType.isArray() && methodInfo.returnType.getComponentType().isPrimitive() is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Conditional,The conditional expression cast2.length() > 0 && !cast2.startsWith("(") && !cast2.endsWith(")") is complex.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Complex Method,Cyclomatic complexity of the method is 32,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Long Method,The method has 138 lines of code.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Long Statement,The length of the statement "String[] typeName=methodInfo.returnRaw ? new String[]{""} : cppCastTypeName(methodInfo.returnType`methodInfo.annotations);" is 122.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Long Statement,The length of the statement "if (FunctionPointer.class.isAssignableFrom(methodInfo.cls) && !methodInfo.cls.isAnnotationPresent(Namespace.class) && methodInfo.valueGetter) {" is 143.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Long Statement,The length of the statement "else if (Pointer.class.isAssignableFrom(methodInfo.returnType) || Buffer.class.isAssignableFrom(methodInfo.returnType) || (methodInfo.returnType.isArray() && methodInfo.returnType.getComponentType().isPrimitive())) {" is 216.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Long Statement,The length of the statement "returnPrefix+=(noException(methodInfo.returnType`methodInfo.method) ? "new (std::nothrow) " : "new ") + valueTypeName + typeName[1]+ "(";" is 137.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,returnBefore,Long Statement,The length of the statement "logger.warn("Method \"" + methodInfo.method + "\" has unsupported return type \""+ methodInfo.returnType.getCanonicalName()+ "\". Compilation will most likely fail.");" is 167.,2404
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression !FunctionPointer.class.isAssignableFrom(methodInfo.cls) && (methodInfo.valueGetter || methodInfo.valueSetter || methodInfo.memberGetter|| methodInfo.memberSetter) is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression (methodInfo.valueSetter || methodInfo.memberSetter) && !(by(methodInfo`k) instanceof ByRef) && adapterInformation(false`methodInfo`k) == null && methodInfo.parameterTypes[k] == String.class is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression k >= 1 && methodInfo.parameterTypes[0].isArray() && methodInfo.parameterTypes[0].getComponentType().isPrimitive() && (methodInfo.parameterTypes[1] == int.class || methodInfo.parameterTypes[1] == long.class) is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression methodInfo.parameterTypes.length > 0 && (op.equals("=") || op.equals("+") || op.equals("-")|| op.equals("*")|| op.equals("/")|| op.equals("%")|| op.equals("==")|| op.equals("!=")|| op.equals("<")|| op.equals(">")|| op.equals("<=")|| op.equals(">=")) is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression FunctionPointer.class.isAssignableFrom(methodInfo.cls) && !methodInfo.cls.isAnnotationPresent(Namespace.class) && methodInfo.valueSetter is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression ("(void*)".equals(cast) || "(void *)".equals(cast)) && methodInfo.parameterTypes[j] == long.class is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression (passBy instanceof ByVal || passBy instanceof ByRef) && cast.endsWith("*)") is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression cast.length() > 0 && !cast.startsWith("(") && !cast.endsWith(")") is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression cast2.length() > 0 && !cast2.startsWith("(") && !cast2.endsWith(")") is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression FunctionPointer.class.isAssignableFrom(methodInfo.parameterTypes[j]) && (!(passBy instanceof ByVal || passBy instanceof ByRef) || cast.length() > 0) is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Conditional,The conditional expression passBy instanceof ByVal || (passBy instanceof ByRef && methodInfo.parameterTypes[j] != String.class) is complex.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Complex Method,Cyclomatic complexity of the method is 58,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Method,The method has 268 lines of code.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "else if (!FunctionPointer.class.isAssignableFrom(methodInfo.cls) && (methodInfo.valueGetter || methodInfo.valueSetter || methodInfo.memberGetter|| methodInfo.memberSetter)) {" is 174.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "if ((methodInfo.valueSetter || methodInfo.memberSetter) && !(by(methodInfo`k) instanceof ByRef) && adapterInformation(false`methodInfo`k) == null && methodInfo.parameterTypes[k] == String.class) {" is 196.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "else if (k >= 1 && methodInfo.parameterTypes[0].isArray() && methodInfo.parameterTypes[0].getComponentType().isPrimitive() && (methodInfo.parameterTypes[1] == int.class || methodInfo.parameterTypes[1] == long.class)) {" is 218.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "out.print((noException(methodInfo.cls`methodInfo.method) ? "new (std::nothrow) " : "new ") + valueTypeName + typeName[1]);" is 122.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "if (methodInfo.parameterTypes.length > 0 && (op.equals("=") || op.equals("+") || op.equals("-")|| op.equals("*")|| op.equals("/")|| op.equals("%")|| op.equals("==")|| op.equals("!=")|| op.equals("<")|| op.equals(">")|| op.equals("<=")|| op.equals(">="))) {" is 256.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "if (FunctionPointer.class.isAssignableFrom(methodInfo.cls) && !methodInfo.cls.isAnnotationPresent(Namespace.class) && methodInfo.valueSetter) {" is 143.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "else if (FunctionPointer.class.isAssignableFrom(methodInfo.parameterTypes[j]) && (!(passBy instanceof ByVal || passBy instanceof ByRef) || cast.length() > 0)) {" is 160.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Long Statement,The length of the statement "String nullValue=passBy instanceof ByVal ? ((ByVal)passBy).nullValue() : passBy instanceof ByRef ? ((ByRef)passBy).nullValue() : "";" is 132.,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Magic Number,The method contains a magic number: 2,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Magic Number,The method contains a magic number: 8,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Magic Number,The method contains a magic number: 2,2542
javacpp,org.bytedeco.javacpp.tools,Generator,call,Magic Number,The method contains a magic number: 2,2542
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression by(methodInfo.annotations) instanceof ByRef && methodInfo.returnType == String.class && adapterInfo == null is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression (methodInfo.allocator || methodInfo.arrayAllocator || !methodInfo.returnType.isPrimitive()) && adapterInfo != null is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression (Pointer.class.isAssignableFrom(methodInfo.returnType) || (methodInfo.returnType.isArray() && methodInfo.returnType.getComponentType().isPrimitive()) || Buffer.class.isAssignableFrom(methodInfo.returnType)) || methodInfo.returnType == String.class is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression (returnBy instanceof ByVal || (returnBy instanceof ByRef && ((ByRef)returnBy).value())) && adapterInfo == null is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression adapterInfo != null && methodInfo.returnType.isArray() && methodInfo.returnType.getComponentType().isPrimitive() is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression methodInfo.valueSetter || methodInfo.memberSetter || methodInfo.noReturnGetter is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Conditional,The conditional expression Arrays.equals(methodInfo.parameterAnnotations[i]`methodInfo.annotations) && methodInfo.parameterTypes[i] == methodInfo.returnType && !(returnBy instanceof ByPtrPtr) && !(returnBy instanceof ByPtrRef) is complex.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Complex Method,Cyclomatic complexity of the method is 41,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Method,The method has 192 lines of code.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "String[] typeName=methodInfo.allocator || methodInfo.arrayAllocator ? cppTypeName(methodInfo.cls) : methodInfo.returnRaw ? new String[]{""} : cppCastTypeName(methodInfo.returnType`methodInfo.annotations);" is 204.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "if ((methodInfo.allocator || methodInfo.arrayAllocator || !methodInfo.returnType.isPrimitive()) && adapterInfo != null) {" is 121.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "if ((Pointer.class.isAssignableFrom(methodInfo.returnType) || (methodInfo.returnType.isArray() && methodInfo.returnType.getComponentType().isPrimitive()) || Buffer.class.isAssignableFrom(methodInfo.returnType)) || methodInfo.returnType == String.class) {" is 254.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "out.println(indent + " env->ThrowNew(JavaCPP_getClass(env` " + jclasses.index(NullPointerException.class)+ ")` \"Return pointer address is NULL.\");");" is 151.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "boolean noDeallocator=methodInfo.cls == Pointer.class || methodInfo.cls.isAnnotationPresent(NoDeallocator.class) || methodInfo.method.isAnnotationPresent(NoDeallocator.class);" is 175.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "out.println(indent + "void (*deallocator)(void*) = &JavaCPP_" + mangle(methodInfo.returnType.getName())+ "_deallocate;");" is 121.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "if (Arrays.equals(methodInfo.parameterAnnotations[i]`methodInfo.annotations) && methodInfo.parameterTypes[i] == methodInfo.returnType && !(returnBy instanceof ByPtrPtr) && !(returnBy instanceof ByPtrRef)) {" is 206.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "out.println(indent + " rarg = JavaCPP_createPointer(env` " + jclasses.index(methodInfo.returnType)+ (methodInfo.parameterTypes.length > 0 && methodInfo.parameterTypes[0] == Class.class ? "` arg0);" : ");"));" is 207.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "out.println(indent + " rarg = " + createString("rptr"`(adapterInfo != null ? "radapter" : null)`asUtf16(methodInfo.annotations)));" is 130.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "out.println(indent + " env->Set" + componentNameUpperCase+ "ArrayRegion(rarg` 0` rcapacity < INT_MAX ? rcapacity : INT_MAX` (j"+ componentName+ "*)rptr);");" is 156.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,returnAfter,Long Statement,The length of the statement "out.println(indent + " env->SetIntField(rarg` JavaCPP_bufferPositionFID` rpositionptr < INT_MAX ? rpositionptr : INT_MAX);");" is 125.,2809
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Complex Conditional,The conditional expression (passBy instanceof ByPtrPtr || passBy instanceof ByPtrRef) && !methodInfo.valueSetter && !methodInfo.memberSetter is complex.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Complex Conditional,The conditional expression methodInfo.criticalRegion || methodInfo.valueGetter || methodInfo.valueSetter|| methodInfo.memberGetter|| methodInfo.memberSetter is complex.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Complex Method,Cyclomatic complexity of the method is 18,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "out.println(" JavaCPP_initPointer(env` arg" + j + "` rptr"+ (j + k)+ "` rsize"+ (j + k)+ "` rowner"+ (j + k)+ "` &"+ adapterInfo.name+ "::deallocate);");" is 153.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "out.println(" env->SetLongField(arg" + j + "` JavaCPP_limitFID` rsize"+ (j + k)+ (!methodInfo.parameterTypes[j].isAnnotationPresent(Opaque.class) ? " + position" + (j + k) : "")+ ");");" is 185.,3010
javacpp,org.bytedeco.javacpp.tools,Generator,parametersAfter,Long Statement,The length of the statement "else if ((passBy instanceof ByPtrPtr || passBy instanceof ByPtrRef) && !methodInfo.valueSetter && !methodInfo.memberSetter) {" is 125.,3010
